"","fips","state","county","year","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude"
"658",6039,"CA","Madera County",2018,"13.2%",20530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.2%",NA,"4.8%","NA","20.4%","8750","84%","17%","$3.97","$13,794,000.00","2",37.21816377,-119.762685404
"659",6041,"CA","Marin County",2018,"7.4%",19260,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.1%",NA,"47.9%","NA","8.4%","4460","57%","43%","$4.61","$15,025,000.00","2",38.0728900672,-122.71915116
"660",6043,"CA","Mariposa County",2018,"13.4%",2350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.9%",NA,"25.1%","NA","21.0%","600","65%","35%","$3.22","$1,282,000.00","2",37.5813163577,-119.906074042
"661",6045,"CA","Mendocino County",2018,"13.5%",11760,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.9%",NA,"14.1%","NA","19.4%","3660","83%","17%","$3.53","$7,022,000.00","2",39.440445802,-123.391375934
"662",6047,"CA","Merced County",2018,"15.0%",40280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","22.8%","18270","89%","11%","$3.25","$22,131,000.00","2",37.1928046251,-120.717925436
"663",6049,"CA","Modoc County",2018,"14.7%",1310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.0%",NA,"7.0%","NA","24.2%","420","93%","7%","$3.36","$746,000.00","2",41.5897858558,-120.725182912
"664",6051,"CA","Mono County",2018,"8.5%",1210,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.1%",NA,"23.9%","NA","12.0%","320","93%","7%","$3.25","$665,000.00","2",37.9391539251,-118.886797787
"665",6053,"CA","Monterey County",2018,"10.5%",45410,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.4%",NA,"4.6%","NA","15.2%","17380","91%","9%","$3.44","$26,475,000.00","2",36.2172938519,-121.23941124
"666",6055,"CA","Napa County",2018,"7.9%",11170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","72.3%",NA,"27.7%","NA","10.0%","2980","74%","26%","$4.38","$8,273,000.00","2",38.5076030306,-122.330530356
"667",6057,"CA","Nevada County",2018,"10.7%",10570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.5%",NA,"33.5%","NA","15.9%","2730","62%","38%","$4.80","$8,592,000.00","2",39.301273004,-120.768694433
"668",6059,"CA","Orange County",2018,"8.5%",267730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.3%",NA,"25.7%","NA","11.2%","79360","73%","28%","$3.52","$159,540,000.00","2",33.703091525,-117.761211249
"669",6061,"CA","Placer County",2018,"8.3%",31530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","53.1%",NA,"46.9%","NA","11.6%","9930","44%","57%","$3.80","$20,285,000.00","2",39.063936061,-120.717238332
"670",6063,"CA","Plumas County",2018,"13.6%",2540,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.0%",NA,"32.0%","NA","20.3%","620","64%","37%","$3.48","$1,496,000.00","2",40.0047236595,-120.838727612
"671",6065,"CA","Riverside County",2018,"10.0%",237800,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%",NA,"8.2%","NA","14.6%","89410","73%","27%","$3.15","$126,963,000.00","2",33.74364051,-115.994021641
"672",6067,"CA","Sacramento County",2018,"11.9%",179860,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%",NA,"24.2%","NA","16.9%","61440","66%","34%","$3.33","$101,338,000.00","2",38.4543841802,-121.338809393
"673",6069,"CA","San Benito County",2018,"7.5%",4480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.2%",NA,"8.8%","NA","11.7%","1820","79%","21%","$4.40","$3,336,000.00","2",36.6055494282,-121.074869757
"674",6071,"CA","San Bernardino County",2018,"10.7%",229400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","93.4%",NA,"6.6%","NA","15.5%","88710","74%","26%","$3.10","$120,508,000.00","2",34.8413712057,-116.178482683
"675",6073,"CA","San Diego County",2018,"9.6%",316270,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.8%",NA,"25.2%","NA","12.6%","91730","70%","30%","$3.52","$188,159,000.00","2",33.03590414,-116.733115518
"676",6075,"CA","San Francisco County",2018,"10.2%",88680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.1%",NA,"45.9%","NA","10.4%","12130","56%","44%","$4.79","$71,842,000.00","2",37.7545101587,-122.442201158
"677",6077,"CA","San Joaquin County",2018,"12.4%",90590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.3%",NA,"14.7%","NA","17.9%","36030","73%","27%","$3.26","$49,973,000.00","2",37.9347888756,-121.271031094
"678",6079,"CA","San Luis Obispo County",2018,"9.2%",25910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.1%",NA,"29.9%","NA","12.1%","6120","68%","32%","$3.75","$16,465,000.00","2",35.3871699387,-120.404113779
"679",6081,"CA","San Mateo County",2018,"6.8%",52280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.4%",NA,"41.6%","NA","7.7%","12490","64%","36%","$3.98","$35,204,000.00","2",37.4222797899,-122.328717603
"680",6083,"CA","Santa Barbara County",2018,"9.5%",42350,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","90.7%",NA,"9.3%","NA","12.7%","12620","81%","19%","$3.44","$24,684,000.00","2",34.7247642306,-120.022280302
"681",6085,"CA","Santa Clara County",2018,"7.2%",138050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.5%",NA,"40.5%","NA","8.0%","34640","62%","38%","$3.84","$89,801,000.00","2",37.2314656159,-121.694370762
"682",6087,"CA","Santa Cruz County",2018,"10.3%",28230,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.4%",NA,"24.6%","NA","14.0%","7510","72%","28%","$4.10","$19,567,000.00","2",37.0562738337,-122.001503233
"683",6089,"CA","Shasta County",2018,"14.2%",25490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.8%",NA,"24.2%","NA","21.9%","8480","70%","30%","$3.24","$13,960,000.00","2",40.7638035968,-122.040258069
"684",6091,"CA","Sierra County",2018,"10.5%",310,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.8%",NA,"29.2%","NA","17.8%","80","45%","55%","$3.61","$189,000.00","2",39.5802326921,-120.5158689
"685",6093,"CA","Siskiyou County",2018,"16.1%",7000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.4%",NA,"16.6%","NA","24.7%","2170","78%","22%","$3.48","$4,120,000.00","2",41.5927766918,-122.540597429
"686",6095,"CA","Solano County",2018,"10.0%",43650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.5%",NA,"31.5%","NA","14.3%","14080","60%","40%","$3.32","$24,504,000.00","2",38.2809617098,-121.925388545
"687",6097,"CA","Sonoma County",2018,"9.0%",45340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.4%",NA,"31.6%","NA","11.8%","11870","67%","33%","$4.00","$30,682,000.00","2",38.5285599879,-122.887483333
"688",6099,"CA","Stanislaus County",2018,"12.4%",67100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.9%",NA,"7.1%","NA","18.2%","26790","81%","20%","$3.30","$37,491,000.00","2",37.5596231173,-120.997728951
"689",6101,"CA","Sutter County",2018,"13.8%",13250,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.0%",NA,"14.0%","NA","20.8%","5230","79%","22%","$2.91","$6,516,000.00","2",39.0347176537,-121.694837777
"690",6103,"CA","Tehama County",2018,"15.8%",10000,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.8%",NA,"8.2%","NA","24.3%","3690","81%","19%","$3.30","$5,583,000.00","2",40.1257489332,-122.234030581
"691",6105,"CA","Trinity County",2018,"16.1%",2070,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.3%",NA,"18.7%","NA","25.7%","560","69%","31%","$3.35","$1,174,000.00","2",40.6506363021,-123.112687957
"692",6107,"CA","Tulare County",2018,"15.9%",73140,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","23.9%","34270","89%","12%","$3.10","$38,373,000.00","2",36.2204314354,-118.800475359
"693",6109,"CA","Tuolumne County",2018,"12.8%",6920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.2%",NA,"34.8%","NA","18.7%","1680","57%","43%","$4.06","$4,759,000.00","2",38.0277827472,-119.954608354
"694",6111,"CA","Ventura County",2018,"8.2%",69710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.2%",NA,"20.8%","NA","11.4%","22840","72%","28%","$3.47","$40,922,000.00","2",34.4716370318,-119.078252096
"695",6113,"CA","Yolo County",2018,"10.6%",22740,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.3%",NA,"16.7%","NA","13.6%","6250","70%","30%","$3.53","$13,583,000.00","2",38.6870109765,-121.901509517
"696",6115,"CA","Yuba County",2018,"14.4%",10870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","79.6%",NA,"20.4%","NA","21.3%","4450","73%","27%","$3.11","$5,729,000.00","2",39.269286796,-121.35122881
