"","county","year","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude","longitude","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff"
"435","San Diego County",2012,6073,"CA",14.6,451710,"130%","SNAP","185%","Other Nutrition Program","50.6%","16.5%","32.9%","NA","22.6%","163,780","64%","36%",2.96,"$234,000,000.00","1",33.03590414,-116.733115518,1536916.66666667,1394283.33333333,142650,0.09275,149.05,1.63,1.33
"436","San Diego County",2013,6073,"CA",13.9,435560,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.9%","0.0%","26.1%","NA","22.3%","161,680","67%","33%",3.17,"$244,082,000.00","1",33.03590414,-116.733115518,1537650,1415633.33333333,122016.666666667,0.0794166666666667,151.44,1.66,1.51
"437","San Diego County",2014,6073,"CA",13.3,423130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.2%",NA,"23.8%","NA","20.8%","151,440","66%","35%",3.22,"$240,565,000.00","1",33.03590414,-116.733115518,1537500,1437400,100108.333333333,0.0651666666666667,141.99,1.56,1.66
"438","San Diego County",2015,6073,"CA",12.3,397390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.4%",NA,"22.6%","NA","18.9%","137,450","68%","32%",3.35,"$238,371,000.00","1",33.03590414,-116.733115518,1548791.66666667,1467683.33333333,81116.6666666667,0.0524166666666667,142,1.56,1.79
"439","San Diego County",2016,6073,"CA",11.7,379130,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","78.6%",NA,"21.4%","NA","17.5%","127,280","67%","33%",3.36,"$217,429,000.00","1",33.03590414,-116.733115518,1563250,1489141.66666667,74116.6666666667,0.0474166666666667,138.97,1.52,1.84
"440","San Diego County",2017,6073,"CA",11,360530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.6%",NA,"24.4%","NA","16.5%","120,360","64%","36%",3.38,"$207,910,000.00","1",33.03590414,-116.733115518,1570775,1507175,63616.6666666667,0.0405833333333333,136.44,1.5,1.88
"441","San Diego County",2018,6073,"CA",9.6,316270,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.8%",NA,"25.2%","NA","12.6%","91730","70%","30%",3.52,"$188,159,000.00","1",33.03590414,-116.733115518,1579808.33333333,1526625,53175,0.0336666666666667,136.22,1.49,2.03
"442","San Diego County",2019,6073,"CA",9.2,305100,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.8%",NA,"28.2%","28.2%","11.7%","84,370","70%","30%",3.47,"$180,727,000","2",33.03590414,-116.733115518,1583575,1532216.66666667,51358.3333333333,0.0325,141.13,1.55,1.92
"443","San Diego County",2020,6073,"CA",10.1,336190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.1%",NA,"31.9%","31.9%","14.2%","102,300","67%","33%",3.7,"$200,073,000","2",33.03590414,-116.733115518,1547333.33333333,1401925,145400,0.0944166666666667,151.1,1.66,2.04
"444","San Diego County",2021,6073,"CA",9,297010,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.0%",NA,NA,"34.0%","11.1%","79,510","66%","34%",3.95,"$207,187,000","2",33.03590414,-116.733115518,1547850,1447533.33333333,100300,0.0646666666666667,216.53,2.37,1.58
"445","San Francisco County",2010,6075,"CA",14.9,117740,"130.0%","SNAP","185.0%","Other Nutrition Program","43.9%","14.5%","41.6%","NA","19.1%","20020","59%","41%",3.15,"$63,839,610","1",37.7545101587,-122.442201158,485775,441575,44191.6666666667,0.0909166666666667,146.46,1.61,1.54
"446","San Francisco County",2011,6075,"CA",16.6,132480,"130%","SNAP","185%","Other Nutrition Program","43.0%","20.2%","36.9%","NA","18.7%","20020","58%","42%",3.42,"$73,864,740.00","1",37.7545101587,-122.442201158,493441.666666667,453066.666666667,40366.6666666667,0.08175,147.06,1.61,1.81
"447","San Francisco County",2012,6075,"CA",16.5,133420,"130%","SNAP","185%","Other Nutrition Program","45.7%","16.7%","37.7%","NA","19.5%","21,140","55%","45%",3.5,"$81,744,000.00","1",37.7545101587,-122.442201158,508016.666666667,473025,34991.6666666667,0.069,149.05,1.63,1.87
"448","San Francisco County",2013,6075,"CA",16.7,136340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.5%","0.0%","36.5%","NA","19.9%","21,830","55%","45%",3.92,"$94,683,000.00","1",37.7545101587,-122.442201158,514233.333333333,485800,28433.3333333333,0.0553333333333333,151.44,1.66,2.26
"449","San Francisco County",2014,6075,"CA",16,132670,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.4%",NA,"36.6%","NA","18.6%","20,670","55%","45%",3.92,"$91,808,000.00","1",37.7545101587,-122.442201158,527316.666666667,503983.333333333,23341.6666666667,0.0443333333333333,141.99,1.56,2.36
"450","San Francisco County",2015,6075,"CA",16,134520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.7%",NA,"38.3%","NA","17.2%","19,360","55%","45%",4.19,"$101,027,000.00","1",37.7545101587,-122.442201158,541416.666666667,521566.666666667,19841.6666666667,0.03675,142,1.56,2.63
"451","San Francisco County",2016,6075,"CA",14.7,125120,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","59.4%",NA,"40.6%","NA","14.7%","16,880","57%","43%",4.53,"$96,916,000.00","1",37.7545101587,-122.442201158,555333.333333333,536975,18341.6666666667,0.033,138.97,1.52,3.01
"452","San Francisco County",2017,6075,"CA",13.3,115190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.0%",NA,"42.0%","NA","14.6%","16,880","52%","48%",4.59,"$90,269,000.00","1",37.7545101587,-122.442201158,563066.666666667,546433.333333333,16591.6666666667,0.0295,136.44,1.5,3.09
"453","San Francisco County",2018,6075,"CA",10.2,88680,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.1%",NA,"45.9%","NA","10.4%","12130","56%","44%",4.79,"$71,842,000.00","1",37.7545101587,-122.442201158,568725,555091.666666667,13650,0.024,136.22,1.49,3.3
"454","San Francisco County",2019,6075,"CA",10.5,92090,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","51.6%",NA,"48.4%","48.4%","8.7%","10,230","60%","40%",4.84,"$76,192,000","2",37.7545101587,-122.442201158,580916.666666667,568033.333333333,12866.6666666667,0.0220833333333333,141.13,1.55,3.29
"455","San Francisco County",2020,6075,"CA",11,95890,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.5%",NA,"45.5%","45.5%","9.1%","10,730","65%","35%",4.92,"$76,010,000","2",37.7545101587,-122.442201158,560108.333333333,515633.333333333,44466.6666666667,0.08,151.1,1.66,3.26
"456","San Francisco County",2021,6075,"CA",10.1,87690,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.5%",NA,NA,"47.5%","7.4%","8,790","71%","29%",5.14,"$79,631,000","2",37.7545101587,-122.442201158,548608.333333333,520800,27825,0.0509166666666667,216.53,2.37,2.77
"457","San Joaquin County",2010,6077,"CA",20.3,137000,"130.0%","SNAP","185.0%","Other Nutrition Program","47.7%","21.9%","30.4%","NA","29.6%","58320","68%","32%",2.54,"$59,897,670","1",37.9347888756,-121.271031094,312116.666666667,259333.333333333,52766.6666666667,0.169166666666667,146.46,1.61,0.93
"458","San Joaquin County",2011,6077,"CA",19.5,132640,"130%","SNAP","185%","Other Nutrition Program","49.9%","21.4%","28.7%","NA","28.9%","58170","73%","27%",2.67,"$57,735,980.00","1",37.9347888756,-121.271031094,311166.666666667,259975,51208.3333333333,0.164666666666667,147.06,1.61,1.06
"459","San Joaquin County",2012,6077,"CA",17.9,123300,"130%","SNAP","185%","Other Nutrition Program","55.6%","19.7%","24.8%","NA","27.9%","56,060","74%","26%",2.69,"$58,174,000.00","1",37.9347888756,-121.271031094,311383.333333333,266000,45400,0.145916666666667,149.05,1.63,1.06
"460","San Joaquin County",2013,6077,"CA",16.3,113260,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.4%","0.0%","15.6%","NA","27.2%","54,380","77%","23%",2.85,"$57,214,000.00","1",37.9347888756,-121.271031094,312150,273275,38883.3333333333,0.124666666666667,151.44,1.66,1.19
"461","San Joaquin County",2014,6077,"CA",15.6,109110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","87.8%",NA,"12.2%","NA","25.6%","51,090","75%","25%",2.96,"$56,953,000.00","1",37.9347888756,-121.271031094,311550,278341.666666667,33200,0.106416666666667,141.99,1.56,1.4
"462","San Joaquin County",2015,6077,"CA",13.9,98650,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.9%",NA,"10.1%","NA","22.9%","45,690","75%","25%",3.04,"$53,691,000.00","1",37.9347888756,-121.271031094,314383.333333333,286266.666666667,28116.6666666667,0.0894166666666667,142,1.56,1.48
"463","San Joaquin County",2016,6077,"CA",13.3,95290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.0%",NA,"9.0%","NA","21.5%","42,870","74%","26%",3.05,"$49,627,000.00","1",37.9347888756,-121.271031094,318300,292366.666666667,25941.6666666667,0.0814166666666667,138.97,1.52,1.53
"464","San Joaquin County",2017,6077,"CA",12.8,92520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.6%",NA,"13.4%","NA","20.3%","40,750","71%","29%",3.15,"$49,739,000.00","1",37.9347888756,-121.271031094,322941.666666667,300200,22741.6666666667,0.0704166666666667,136.44,1.5,1.65
"465","San Joaquin County",2018,6077,"CA",12.4,90590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","85.3%",NA,"14.7%","NA","17.9%","36030","73%","27%",3.26,"$49,973,000.00","1",37.9347888756,-121.271031094,324141.666666667,304325,19808.3333333333,0.0610833333333333,136.22,1.49,1.77
"466","San Joaquin County",2019,6077,"CA",11.5,85740,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","82.0%",NA,"18.0%","18.0%","16.9%","34,190","71%","29%",3.2,"$46,879,000","2",37.9347888756,-121.271031094,327158.333333333,307683.333333333,19441.6666666667,0.0594166666666667,141.13,1.55,1.65
"467","San Joaquin County",2020,6077,"CA",12.1,90820,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.3%",NA,"22.7%","22.7%","19.3%","39,270","71%","29%",3.53,"$51,570,000","2",37.9347888756,-121.271031094,335425,296883.333333333,38525,0.115,151.1,1.66,1.87
"468","San Joaquin County",2021,6077,"CA",10.8,83690,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.7%",NA,NA,"25.3%","15.6%","32,690","68%","32%",3.92,"$57,892,000","2",37.9347888756,-121.271031094,336875,307958.333333333,28925,0.0860833333333333,216.53,2.37,1.55
"469","San Luis Obispo County",2010,6079,"CA",15.1,40080,"130.0%","SNAP","185.0%","Other Nutrition Program","42.2%","13.8%","44.0%","NA","20.8%","10320","53%","47%",2.9,"$20,006,970","1",35.3871699387,-120.404113779,133591.666666667,119900,13700,0.102333333333333,146.46,1.61,1.29
"470","San Luis Obispo County",2011,6079,"CA",14.1,37800,"130%","SNAP","185%","Other Nutrition Program","44.1%","18.3%","37.5%","NA","20.3%","10290","59%","42%",3.03,"$18,672,190.00","1",35.3871699387,-120.404113779,134083.333333333,121025,13033.3333333333,0.0971666666666667,147.06,1.61,1.42
"471","San Luis Obispo County",2012,6079,"CA",14.1,38160,"130%","SNAP","185%","Other Nutrition Program","47.4%","15.7%","36.9%","NA","21.1%","10,680","59%","41%",3.15,"$21,033,000.00","1",35.3871699387,-120.404113779,137008.333333333,125541.666666667,11466.6666666667,0.0836666666666667,149.05,1.63,1.52
"472","San Luis Obispo County",2013,6079,"CA",14.4,39290,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","66.8%","0.0%","33.2%","NA","21.6%","10,970","62%","38%",3.34,"$23,193,000.00","1",35.3871699387,-120.404113779,137733.333333333,128216.666666667,9525,0.0690833333333333,151.44,1.66,1.68
"473","San Luis Obispo County",2014,6079,"CA",13.8,37930,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.6%",NA,"31.4%","NA","20.6%","10,470","63%","37%",3.47,"$23,253,000.00","1",35.3871699387,-120.404113779,139916.666666667,132008.333333333,7900,0.0564166666666667,141.99,1.56,1.91
"474","San Luis Obispo County",2015,6079,"CA",13.4,37040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.7%",NA,"31.3%","NA","18.7%","9,520","67%","34%",3.62,"$24,012,000.00","1",35.3871699387,-120.404113779,138925,132291.666666667,6608.33333333333,0.04775,142,1.56,2.06
"475","San Luis Obispo County",2016,6079,"CA",12.5,34750,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.8%",NA,"34.2%","NA","16.9%","8,590","64%","36%",3.5,"$20,760,000.00","1",35.3871699387,-120.404113779,139475,133450,6041.66666666667,0.0433333333333333,138.97,1.52,1.98
"476","San Luis Obispo County",2017,6079,"CA",11.6,32530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.7%",NA,"36.3%","NA","15.7%","7,990","61%","39%",3.56,"$19,787,000.00","1",35.3871699387,-120.404113779,140241.666666667,135175,5091.66666666667,0.03625,136.44,1.5,2.06
"477","San Luis Obispo County",2018,6079,"CA",9.2,25910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","70.1%",NA,"29.9%","NA","12.1%","6120","68%","32%",3.75,"$16,465,000.00","1",35.3871699387,-120.404113779,140116.666666667,135900,4216.66666666667,0.0300833333333333,136.22,1.49,2.26
"478","San Luis Obispo County",2019,6079,"CA",9.1,25660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","65.1%",NA,"34.9%","34.9%","10.7%","5,370","66%","34%",3.62,"$15,901,000","2",35.3871699387,-120.404113779,139908.333333333,135850,4041.66666666667,0.0289166666666667,141.13,1.55,2.07
"479","San Luis Obispo County",2020,6079,"CA",9.1,25600,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","67.1%",NA,"32.9%","32.9%","11.4%","5,670","63%","37%",3.9,"$16,082,000","2",35.3871699387,-120.404113779,134425,123925,10483.3333333333,0.07875,151.1,1.66,2.24
"480","San Luis Obispo County",2021,6079,"CA",8.4,23710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.2%",NA,NA,"30.8%","9.7%","4,850","64%","36%",4.3,"$18,021,000","2",35.3871699387,-120.404113779,135416.666666667,128225,7216.66666666667,0.0533333333333333,216.53,2.37,1.93
"481","San Mateo County",2010,6081,"CA",12.2,85990,"130.0%","SNAP","185.0%","Other Nutrition Program","31.4%","13.9%","54.7%","NA","18.3%","28330","43%","57%",2.82,"$41,740,020","1",37.4222797899,-122.328717603,392866.666666667,359258.333333333,33616.6666666667,0.0855833333333333,146.46,1.61,1.21
"482","San Mateo County",2011,6081,"CA",11.7,83560,"130%","SNAP","185%","Other Nutrition Program","31.9%","16.5%","51.6%","NA","17.1%","27130","48%","53%",2.98,"$40,595,270.00","1",37.4222797899,-122.328717603,398900,368366.666666667,30525,0.0765833333333333,147.06,1.61,1.37
"483","San Mateo County",2012,6081,"CA",11.4,82060,"130%","SNAP","185%","Other Nutrition Program","36.6%","15.1%","48.3%","NA","18.0%","28,630","48%","52%",3.09,"$44,367,000.00","1",37.4222797899,-122.328717603,410900,384100,26783.3333333333,0.065,149.05,1.63,1.46
"484","San Mateo County",2013,6081,"CA",11.1,80730,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.3%","0.0%","44.7%","NA","17.6%","28,310","50%","50%",3.46,"$49,372,000.00","1",37.4222797899,-122.328717603,416408.333333333,394225,22183.3333333333,0.0533333333333333,151.44,1.66,1.8
"485","San Mateo County",2014,6081,"CA",10.1,74910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.9%",NA,"41.1%","NA","16.1%","25,960","52%","48%",3.47,"$45,860,000.00","1",37.4222797899,-122.328717603,425858.333333333,407708.333333333,18191.6666666667,0.04275,141.99,1.56,1.91
"486","San Mateo County",2015,6081,"CA",9.8,73640,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.4%",NA,"39.6%","NA","15.3%","24,830","54%","47%",3.65,"$48,152,000.00","1",37.4222797899,-122.328717603,434225,419325,14916.6666666667,0.0345,142,1.56,2.09
"487","San Mateo County",2016,6081,"CA",9.1,68490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","60.0%",NA,"40.0%","NA","13.2%","21,370","55%","45%",3.69,"$43,239,000.00","1",37.4222797899,-122.328717603,441791.666666667,428291.666666667,13500,0.0306666666666667,138.97,1.52,2.17
"488","San Mateo County",2017,6081,"CA",8.3,63170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.8%",NA,"41.2%","NA","12.9%","20,950","49%","51%",3.79,"$40,856,000.00","1",37.4222797899,-122.328717603,444900,432733.333333333,12175,0.0274166666666667,136.44,1.5,2.29
"489","San Mateo County",2018,6081,"CA",6.8,52280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.4%",NA,"41.6%","NA","7.7%","12490","64%","36%",3.98,"$35,204,000.00","1",37.4222797899,-122.328717603,449016.666666667,438925,10100,0.0225,136.22,1.49,2.49
"490","San Mateo County",2019,6081,"CA",6.6,50810,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","54.5%",NA,"45.5%","45.5%","5.9%","9,370","73%","27%",3.93,"$34,167,000","2",37.4222797899,-122.328717603,457391.666666667,447925,9466.66666666667,0.0206666666666667,141.13,1.55,2.38
"491","San Mateo County",2020,6081,"CA",7.1,53990,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.8%",NA,"47.2%","47.2%","5.8%","9,150","75%","25%",4.26,"$37,033,000","2",37.4222797899,-122.328717603,439458.333333333,409033.333333333,30425,0.07,151.1,1.66,2.6
"492","San Mateo County",2021,6081,"CA",6.6,50050,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","49.3%",NA,NA,"50.7%","4.2%","6,550","82%","18%",4.64,"$41,006,000","2",37.4222797899,-122.328717603,433391.666666667,413316.666666667,20083.3333333333,0.0464166666666667,216.53,2.37,2.27
"493","Santa Barbara County",2010,6083,"CA",13.7,57130,"130.0%","SNAP","185.0%","Other Nutrition Program","53.0%","21.7%","25.3%","NA","23.2%","21960","66%","34%",2.6,"$25,567,790","1",34.7247642306,-120.022280302,212275,191191.666666667,21083.3333333333,0.0994166666666667,146.46,1.61,0.99
"494","Santa Barbara County",2011,6083,"CA",14,58820,"130%","SNAP","185%","Other Nutrition Program","54.3%","19.6%","26.1%","NA","23.2%","22480","69%","31%",2.73,"$26,178,720.00","1",34.7247642306,-120.022280302,212558.333333333,192258.333333333,20300,0.0955,147.06,1.61,1.12
"495","Santa Barbara County",2012,6083,"CA",13.5,57020,"130%","SNAP","185%","Other Nutrition Program","60.8%","17.1%","22.0%","NA","23.3%","22,720","70%","30%",2.84,"$28,370,000.00","1",34.7247642306,-120.022280302,215475,197133.333333333,18366.6666666667,0.0854166666666667,149.05,1.63,1.21
"496","Santa Barbara County",2013,6083,"CA",12.1,51580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.1%","0.0%","13.9%","NA","21.9%","21,420","72%","28%",3.06,"$27,981,000.00","1",34.7247642306,-120.022280302,216533.333333333,200725,15816.6666666667,0.073,151.44,1.66,1.4
"497","Santa Barbara County",2014,6083,"CA",11.5,49610,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.9%",NA,"10.1%","NA","20.0%","19,660","71%","29%",3.12,"$27,288,000.00","1",34.7247642306,-120.022280302,217333.333333333,203875,13466.6666666667,0.0619166666666667,141.99,1.56,1.56
