"","year","county","fips","state","overall_food_insecurity_rate","number_of_food_insecure_persons_overall","low_threshold_in_state","low_threshold_type","high_threshold_in_state","high_threshold_type","percent_fi_low_threshold","percent_fi_btwn_thresholds","percent_fi_high_threshold","percent_fi_low_threshold_2","child_food_insecurity_rate","number_of_food_insecure_children","percent_food_insecure_children_in_hh_w_hh_incomes_below_185_fpl","percent_food_insecure_children_in_hh_w_hh_incomes_above_185_fpl","cost_per_meal","weighted_annual_food_budget_shortfall","compare_group","latitude.x","longitude.x","labor_force_avg","employment_avg","unemployment_avg","unemployment_rate_avg","avg_snap_benefit","avg_snap_benefit_per_meal","snap_meal_cost_diff","population","all_returns","agi","median_income","median_rank","joint_returns","joint_returns_median_income","joint_returns_median_rank","tax_assessed","latitude.y","longitude.y","new_georeferenced_column"
"407",2017,"Alameda County",6001,"CA",12.2,198950,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.3%",NA,"38.7%","NA","15.2%","52,450","55%","45%",3.8,"$128,941,000.00","1",37.6448737628,-121.882288836,838183.333333333,807108.333333333,31075,0.037,136.44,1.5,2.3,1651319,791047,81843164000,55146,5,300291,121277,5,4597839000,37.72022591,-122.1643521,"POINT (-122.1643521 37.72022591)"
"408",2017,"Alpine County",6003,"CA",14.3,170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.1%",NA,"31.9%","NA","19.1%","50","53%","47%",3.55,"$103,000.00","1",38.5979709975,-119.820210752,547.5,515,35.8333333333333,0.0629166666666667,136.44,1.5,2.05,1146,383,22199000,36111,32,155,89130,15,810000,38.58842891,-119.7124417,"POINT (-119.7124417 38.58842891)"
"409",2017,"Amador County",6005,"CA",11.6,4320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","55.8%",NA,"44.2%","NA","19.4%","1,110","68%","32%",4,"$2,950,000.00","1",38.4461173773,-120.65157196,14693.3333333333,13958.3333333333,735,0.0501666666666667,136.44,1.5,2.5,37405,15843,960505000,41646,20,7484,70153,30,33683000,38.47216216,-120.5741948,"POINT (-120.5741948 38.47216216)"
"410",2017,"Butte County",6007,"CA",16,35920,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.2%",NA,"22.8%","NA","20.7%","9,430","72%","28%",3.26,"$20,009,000.00","1",39.6670113073,-121.600718282,102000,96050,5941.66666666667,0.05825,136.44,1.5,1.76,226661,89869,5049005000,33833,40,34142,67425,33,186405000,39.59127291,-121.6728818,"POINT (-121.6728818 39.59127291)"
"411",2017,"Calaveras County",6009,"CA",12.2,5480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","69.5%",NA,"30.5%","NA","19.4%","1,540","67%","33%",4.49,"$4,201,000.00","1",38.2050147927,-120.553756737,21016.6666666667,20013.3333333333,1000.83333333333,0.0475833333333333,136.44,1.5,2.99,44656,18881,1175616000,40979,21,8999,70746,28,44102000,38.25462698,-120.4657376,"POINT (-120.4657376 38.25462698)"
"412",2017,"Colusa County",6011,"CA",11.8,2530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.5%",NA,"5.5%","NA","24.7%","1,470","77%","23%",3.34,"$1,440,000.00","1",39.1775362451,-122.237100273,10816.6666666667,9267.5,1550,0.144083333333333,136.44,1.5,1.84,22632,9402,505802000,35431,34,3921,56016,49,18820000,39.16798125,-122.2990667,"POINT (-122.2990667 39.16798125)"
"413",2017,"Contra Costa County",6013,"CA",10.1,113940,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.3%",NA,"36.7%","NA","15.0%","39,250","54%","46%",3.61,"$70,237,000.00","1",37.9155346665,-121.927176832,557875,536308.333333333,21558.3333333333,0.03875,136.44,1.5,2.11,1138201,493781,52868586000,53912,7,197911,112451,6,3100491000,37.98817952,-121.9371402,"POINT (-121.9371402 37.98817952)"
"414",2017,"Del Norte County",6015,"CA",16.4,4490,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.2%",NA,"25.8%","NA","23.9%","1,390","79%","22%",3.36,"$2,575,000.00","1",41.7434380162,-123.896950371,9696.66666666667,9070,626.666666666667,0.0648333333333333,136.44,1.5,1.86,26811,8848,422119000,33401,44,3573,60264,43,11810000,41.70557047,-123.8920045,"POINT (-123.8920045 41.70557047)"
"415",2017,"El Dorado County",6017,"CA",10.7,19880,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","56.9%",NA,"43.1%","NA","16.3%","6,220","50%","50%",4.28,"$14,525,000.00","1",38.7787541226,-120.525262109,89716.6666666667,85766.6666666667,3958.33333333333,0.0439166666666667,136.44,1.5,2.78,186556,85299,7546844000,49180,8,40261,97346,8,370861000,38.76394197,-120.6060593,"POINT (-120.6060593 38.76394197)"
"416",2017,"Fresno County",6019,"CA",14,136340,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.8%",NA,"5.2%","NA","24.8%","69,230","75%","25%",3,"$69,755,000.00","1",36.7583709705,-119.651022678,444466.666666667,406283.333333333,38183.3333333333,0.0858333333333333,136.44,1.5,1.5,1000143,377112,21165166000,31325,53,131650,62723,39,844858000,36.81276025,-119.6826941,"POINT (-119.6826941 36.81276025)"
"417",2017,"Glenn County",6021,"CA",13,3620,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","96.0%",NA,"4.0%","NA","21.6%","1,620","75%","25%",3.23,"$1,993,000.00","1",39.5983656482,-122.392092433,12804.1666666667,11840.8333333333,962.5,0.0751666666666667,136.44,1.5,1.73,29205,11751,575332000,33335,45,4905,56544,48,17482000,39.59028676,-122.0780968,"POINT (-122.0780968 39.59028676)"
"418",2017,"Humboldt County",6023,"CA",16.2,21900,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","81.8%",NA,"18.2%","NA","20.3%","5,350","85%","15%",3.19,"$11,936,000.00","1",40.6986310325,-123.873713677,62500,59841.6666666667,2633.33333333333,0.0425,136.44,1.5,1.69,135865,52847,2828142000,33101,46,18397,66860,35,100650000,40.86148517,-123.8585124,"POINT (-123.8585124 40.86148517)"
"419",2017,"Imperial County",6025,"CA",14.2,25480,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.1%",NA,"2.9%","NA","30.3%","15,660","72%","28%",2.63,"$11,417,000.00","1",33.0396666316,-115.365267034,72058.3333333333,57883.3333333333,14166.6666666667,0.196666666666667,136.44,1.5,1.13,187943,67989,2921103000,25785,58,26858,42881,58,78271000,33.07729374,-114.7515356,"POINT (-114.7515356 33.07729374)"
"420",2017,"Inyo County",6027,"CA",11.2,2040,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","64.8%",NA,"35.2%","NA","16.4%","610","60%","40%",3.16,"$1,101,000.00","1",36.5112075686,-117.410731439,8606.66666666667,8226.66666666667,378.333333333333,0.0439166666666667,136.44,1.5,1.66,18566,8294,503816000,38200,25,3304,74175,24,19978000,36.63350255,-118.2559592,"POINT (-118.2559592 36.63350255)"
"421",2017,"Kern County",6029,"CA",13.4,117590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","95.4%",NA,"4.6%","NA","23.8%","61,390","77%","23%",2.97,"$59,628,000.00","1",35.3428386484,-118.729938045,384083.333333333,348516.666666667,35583.3333333333,0.09275,136.44,1.5,1.47,897949,318490,16909103000,31757,49,119766,62335,41,575977000,35.37676773,-118.8073572,"POINT (-118.8073572 35.37676773)"
"422",2017,"Kings County",6031,"CA",13.2,19880,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","91.2%",NA,"8.8%","NA","22.9%","9,430","77%","23%",2.97,"$10,092,000.00","1",36.075306112,-119.815547843,57266.6666666667,52116.6666666667,5125,0.0896666666666667,136.44,1.5,1.47,150992,48303,2302295000,32599,47,18297,57422,47,66112000,36.01947119,-120.0181641,"POINT (-120.0181641 36.01947119)"
"423",2017,"Lake County",6033,"CA",15.6,9980,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.4%",NA,"15.6%","NA","23.2%","3,050","79%","21%",3.67,"$6,246,000.00","1",39.0996074075,-122.753384296,29302.5,27598.3333333333,1704.16666666667,0.0580833333333333,136.44,1.5,2.17,64930,23204,1103024000,31725,50,8895,54172,51,33136000,39.06500481,-122.6570192,"POINT (-122.6570192 39.06500481)"
"424",2017,"Lassen County",6035,"CA",13.9,4380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","47.1%",NA,"52.9%","NA","20.7%","1,040","66%","34%",3.63,"$2,717,000.00","1",40.6735197906,-120.594276729,10026.6666666667,9470.83333333333,557.5,0.05575,136.44,1.5,2.13,30604,9571,542566000,43745,14,4258,72260,26,16026000,40.43255922,-120.6495591,"POINT (-120.6495591 40.43255922)"
"425",2017,"Los Angeles County",6037,"CA",11.2,1135710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","92.7%",NA,"7.3%","NA","18.2%","413,910","69%","31%",3.39,"$656,932,000.00","1",34.3615935047,-118.216981811,5109608.33333333,4863729.16666667,245879.166666667,0.0481666666666667,136.44,1.5,1.89,10261736,4433194,346811236000,35750,33,1354401,72787,25,19724146000,34.0594833,-118.242048,"POINT (-118.242048 34.0594833)"
"426",2017,"Madera County",6039,"CA",11.4,17570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","98.7%",NA,"1.3%","NA","22.6%","9,660","77%","23%",3.74,"$11,203,000.00","1",37.21816377,-119.762685404,60908.3333333333,55933.3333333333,5000,0.0816666666666667,136.44,1.5,2.24,156915,53198,2538783000,30576,56,20984,54117,52,75599000,37.09637123,-119.8904305,"POINT (-119.8904305 37.09637123)"
"427",2017,"Marin County",6041,"CA",9.5,24840,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","52.5%",NA,"47.5%","NA","13.6%","7,200","47%","54%",4.38,"$18,576,000.00","1",38.0728900672,-122.71915116,139633.333333333,135583.333333333,4050,0.029,136.44,1.5,2.88,262092,124677,23461816000,68646,1,50821,160504,1,1841344000,38.03952573,-122.7299513,"POINT (-122.7299513 38.03952573)"
"428",2017,"Mariposa County",6043,"CA",14.2,2510,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","68.3%",NA,"31.7%","NA","20.2%","580","65%","35%",3.14,"$1,343,000.00","1",37.5813163577,-119.906074042,7653.33333333333,7203.33333333333,450.833333333333,0.0596666666666667,136.44,1.5,1.64,17992,6625,348422000,35162,38,2862,61499,42,11107000,37.72289349,-119.9767358,"POINT (-119.9767358 37.72289349)"
"429",2017,"Mendocino County",6045,"CA",13.6,11870,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","84.1%",NA,"15.9%","NA","19.8%","3,780","81%","19%",4.04,"$8,191,000.00","1",39.440445802,-123.391375934,39535,37735.8333333333,1799.16666666667,0.0453333333333333,136.44,1.5,2.54,89071,36747,1964288000,33617,42,13733,59985,44,72061000,39.31034149,-123.6517776,"POINT (-123.6517776 39.31034149)"
"430",2017,"Merced County",6047,"CA",13.1,34970,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","24.4%","19,470","82%","18%",3.15,"$18,798,000.00","1",37.1928046251,-120.717925436,115208.333333333,104325,10883.3333333333,0.0944166666666667,136.44,1.5,1.65,276611,98810,4424411000,31078,55,37396,53751,54,122440000,37.1324242,-120.7167521,"POINT (-120.7167521 37.1324242)"
"431",2017,"Modoc County",6049,"CA",15.5,1400,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","83.1%",NA,"16.9%","NA","22.5%","400","92%","8%",3.21,"$768,000.00","1",41.5897858558,-120.725182912,3193.33333333333,2932.5,260.833333333333,0.082,136.44,1.5,1.71,9488,2873,125590000,31446,51,1307,51478,56,3482000,41.71368177,-120.943072,"POINT (-120.943072 41.71368177)"
"432",2017,"Mono County",6051,"CA",10.7,1500,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.5%",NA,"25.5%","NA","15.2%","420","71%","29%",3.14,"$804,000.00","1",37.9391539251,-118.886797787,8485.83333333333,8107.5,380.833333333333,0.0446666666666667,136.44,1.5,1.64,13846,5605,371385000,37292,29,1991,76874,23,17778000,38.34709997,-119.3327269,"POINT (-119.3327269 38.34709997)"
"433",2017,"Monterey County",6053,"CA",9.5,41110,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","19.1%","21,850","74%","26%",3.34,"$23,416,000.00","1",36.2172938519,-121.23941124,219483.333333333,203625,15858.3333333333,0.0731666666666667,136.44,1.5,1.84,442196,178846,12041179000,37118,30,62805,70500,29,535094000,36.32470669,-121.2968358,"POINT (-121.2968358 36.32470669)"
"434",2017,"Napa County",6055,"CA",8,11320,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","74.4%",NA,"25.6%","NA","13.8%","4,190","61%","39%",4.19,"$8,100,000.00","1",38.5076030306,-122.330530356,73233.3333333333,70550,2683.33333333333,0.0366666666666667,136.44,1.5,2.69,141205,65159,6364137000,48513,9,26084,92176,11,373165000,38.45938161,-122.3328556,"POINT (-122.3328556 38.45938161)"
"435",2017,"Nevada County",6057,"CA",12.2,12030,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.9%",NA,"36.1%","NA","17.6%","3,050","66%","34%",4.62,"$9,481,000.00","1",39.301273004,-120.768694433,48290,46288.3333333333,2000,0.0414166666666667,136.44,1.5,3.12,98554,43708,3086131000,40721,23,18952,77501,22,137912000,39.29548859,-120.9008733,"POINT (-120.9008733 39.29548859)"
"436",2017,"Orange County",6059,"CA",9.2,290660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","77.0%",NA,"23.0%","NA","15.7%","112,480","61%","39%",3.44,"$170,726,000.00","1",33.703091525,-117.761211249,1605791.66666667,1549008.33333333,56791.6666666667,0.0353333333333333,136.44,1.5,1.94,3205855,1450169,132787850000,42902,15,555648,92865,9,7642275000,33.66073433,-117.9361373,"POINT (-117.9361373 33.66073433)"
"437",2017,"Placer County",6061,"CA",10.3,38710,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","50.2%",NA,"49.8%","NA","14.9%","12,680","43%","57%",3.67,"$24,227,000.00","1",39.063936061,-120.717238332,181233.333333333,174191.666666667,7050,0.0389166666666667,136.44,1.5,2.17,382977,176722,16289538000,54890,6,82945,104843,7,824612000,39.0316205,-120.8830665,"POINT (-120.8830665 39.0316205)"
"438",2017,"Plumas County",6063,"CA",15.5,2910,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.0%",NA,"37.0%","NA","21.3%","650","59%","41%",3.36,"$1,667,000.00","1",40.0047236595,-120.838727612,7764.16666666667,7070,695,0.0904166666666667,136.44,1.5,1.86,19550,7652,411467000,37791,26,3439,63525,38,13080000,40.00510655,-121.0077457,"POINT (-121.0077457 40.00510655)"
"439",2017,"Riverside County",6065,"CA",9.4,221660,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","94.3%",NA,"5.7%","NA","17.7%","108,560","69%","31%",3.07,"$116,261,000.00","1",33.74364051,-115.994021641,1070866.66666667,1014225,56650,0.0529166666666667,136.44,1.5,1.57,2392511,939623,53371119000,35336,37,357849,69725,31,1764796000,33.7775741,-115.4706931,"POINT (-115.4706931 33.7775741)"
"440",2017,"Sacramento County",6067,"CA",14.4,215570,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","76.2%",NA,"23.8%","NA","19.3%","69,800","70%","31%",3.23,"$118,955,000.00","1",38.4543841802,-121.338809393,696458.333333333,663733.333333333,32725,0.047,136.44,1.5,1.73,1520685,656738,41340973000,40803,22,234631,80169,20,1634856000,38.1923781,-121.6020643,"POINT (-121.6020643 38.1923781)"
"441",2017,"San Benito County",6069,"CA",5.6,3280,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","100.0%",NA,"0.0%","NA","15.7%","2,450","64%","36%",4.22,"$2,360,000.00","1",36.6055494282,-121.074869757,30591.6666666667,28808.3333333333,1775,0.0580833333333333,136.44,1.5,2.72,60291,26854,1873789000,44197,13,10658,88352,17,73864000,36.50024907,-121.0915105,"POINT (-121.0915105 36.50024907)"
"442",2017,"San Bernardino County",6071,"CA",10.1,214580,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","97.1%",NA,"2.9%","NA","18.7%","107,180","69%","31%",3.01,"$110,186,000.00","1",34.8413712057,-116.178482683,942041.666666667,895258.333333333,46800,0.0495833333333333,136.44,1.5,1.51,2163561,853913,45053565000,33761,41,298234,66887,34,1408166000,34.52258599,-115.5372574,"POINT (-115.5372574 34.52258599)"
"443",2017,"San Diego County",6073,"CA",11,360530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","75.6%",NA,"24.4%","NA","16.5%","120,360","64%","36%",3.38,"$207,910,000.00","1",33.03590414,-116.733115518,1570775,1507175,63616.6666666667,0.0405833333333333,136.44,1.5,1.88,3320387,1465666,115523580000,42009,19,553502,86128,19,5737680000,32.78964014,-117.1936577,"POINT (-117.1936577 32.78964014)"
"444",2017,"San Francisco County",6075,"CA",13.3,115190,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.0%",NA,"42.0%","NA","14.6%","16,880","52%","48%",4.59,"$90,269,000.00","1",37.7545101587,-122.442201158,563066.666666667,546433.333333333,16591.6666666667,0.0295,136.44,1.5,3.09,880955,468841,71436323000,63524,4,128987,121922,4,5505510000,37.7577,-122.4376,"POINT (-122.4376 37.7577)"
"445",2017,"San Joaquin County",6077,"CA",12.8,92520,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","86.6%",NA,"13.4%","NA","20.3%","40,750","71%","29%",3.15,"$49,739,000.00","1",37.9347888756,-121.271031094,322941.666666667,300200,22741.6666666667,0.0704166666666667,136.44,1.5,1.65,749810,298775,17225752000,37102,31,113074,71754,27,611617000,37.933703,-121.3444014,"POINT (-121.3444014 37.933703)"
"446",2017,"San Luis Obispo County",6079,"CA",11.6,32530,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","63.7%",NA,"36.3%","NA","15.7%","7,990","61%","39%",3.56,"$19,787,000.00","1",35.3871699387,-120.404113779,140241.666666667,135175,5091.66666666667,0.03625,136.44,1.5,2.06,278680,124380,9055321000,44523,12,51423,86909,18,402308000,35.27435015,-120.6124974,"POINT (-120.6124974 35.27435015)"
"447",2017,"San Mateo County",6081,"CA",8.3,63170,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","58.8%",NA,"41.2%","NA","12.9%","20,950","49%","51%",3.79,"$40,856,000.00","1",37.4222797899,-122.328717603,444900,432733.333333333,12175,0.0274166666666667,136.44,1.5,2.29,771902,386716,71822550000,64139,2,152355,143039,3,5901201000,37.43944139,-122.3344603,"POINT (-122.3344603 37.43944139)"
"448",2017,"Santa Barbara County",6083,"CA",9.8,43590,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","89.4%",NA,"10.6%","NA","16.7%","16,580","66%","34%",3.24,"$24,073,000.00","1",34.7247642306,-120.022280302,214941.666666667,205141.666666667,9800,0.0455833333333333,136.44,1.5,1.74,450138,190062,15046416000,39357,24,69217,77868,21,837215000,34.42119106,-119.6988197,"POINT (-119.6988197 34.42119106)"
"449",2017,"Santa Clara County",6085,"CA",8.9,169390,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.0%",NA,"39.0%","NA","13.6%","58,970","49%","51%",3.69,"$106,570,000.00","1",37.2314656159,-121.694370762,1037358.33333333,1003691.66666667,33675,0.0323333333333333,136.44,1.5,2.19,1945911,903748,138821637000,63682,3,365043,143572,2,9995368000,37.23423826,-121.7317226,"POINT (-121.7317226 37.23423826)"
"450",2017,"Santa Cruz County",6087,"CA",11.1,30300,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","71.9%",NA,"28.1%","NA","17.4%","9,440","62%","38%",3.89,"$20,090,000.00","1",37.0562738337,-122.001503233,142591.666666667,134425,8175,0.0574166666666667,136.44,1.5,2.39,275859,127060,11531439000,42480,18,45649,92701,10,669810000,37.02159755,-121.9471295,"POINT (-121.9471295 37.02159755)"
"451",2017,"Shasta County",6089,"CA",15.9,28440,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","73.8%",NA,"26.2%","NA","22.5%","8,730","77%","23%",3.1,"$15,022,000.00","1",40.7638035968,-122.040258069,73916.6666666667,69608.3333333333,4316.66666666667,0.0584166666666667,136.44,1.5,1.6,178240,74833,4272946000,35365,36,32083,65014,37,151785000,40.53502155,-122.5021643,"POINT (-122.5021643 40.53502155)"
"452",2017,"Sierra County",6091,"CA",13.2,380,"200%","SNAP, Other Nutrition Programs","200%","SNAP, Other Nutrition Programs","61.2%",NA,"38.8%","NA","18.5%","80","55%","45%",3.47,"$225,000.00","1",39.5802326921,-120.5158689,1291.66666666667,1204.16666666667,85.8333333333333,0.0656666666666667,136.44,1.5,1.97,3149,1097,58065000,37583,27,514,62394,40,1690000,39.56316056,-120.7739513,"POINT (-120.7739513 39.56316056)"
